2013-03-02 16:30:51,382 INFO date = Tue Feb 12 14:40:35 2013 | lat = 47.589319 | long = -122.237896 | alt = 21.766968 | dist = 1286.490112 | hr = 157
2013-03-02 16:30:51,383 INFO date = Tue Feb 12 14:40:40 2013 | lat = 47.589312 | long = -122.237716 | alt = 20.805664 | dist = 1300.010864 | hr = 157
2013-03-02 16:30:51,383 INFO date = Tue Feb 12 14:40:46 2013 | lat = 47.589346 | long = -122.237533 | alt = 19.363770 | dist = 1314.831787 | hr = 157
2013-03-02 16:30:51,383 INFO date = Tue Feb 12 14:40:52 2013 | lat = 47.589497 | long = -122.237533 | alt = 18.883057 | dist = 1331.491699 | hr = 157
2013-03-02 16:30:51,383 INFO date = Tue Feb 12 14:40:58 2013 | lat = 47.589670 | long = -122.237531 | alt = 18.883057 | dist = 1350.795654 | hr = 160
2013-03-02 16:30:51,384 INFO date = Tue Feb 12 14:41:04 2013 | lat = 47.589827 | long = -122.237548 | alt = 20.805664 | dist = 1368.169067 | hr = 160
2013-03-02 16:30:51,384 INFO date = Tue Feb 12 14:41:09 2013 | lat = 47.589957 | long = -122.237600 | alt = 23.208984 | dist = 1383.230835 | hr = 162
2013-03-02 16:30:51,384 INFO date = Tue Feb 12 14:41:14 2013 | lat = 47.590090 | long = -122.237595 | alt = 24.651001 | dist = 1398.257324 | hr = 163
2013-03-02 16:30:51,384 INFO date = Tue Feb 12 14:41:18 2013 | lat = 47.590192 | long = -122.237557 | alt = 21.766968 | dist = 1410.359863 | hr = 163
2013-03-02 16:30:51,385 INFO date = Tue Feb 12 14:41:23 2013 | lat = 47.590320 | long = -122.237629 | alt = 20.324951 | dist = 1425.583496 | hr = 163
2013-03-02 16:30:51,385 INFO date = Tue Feb 12 14:41:27 2013 | lat = 47.590411 | long = -122.237714 | alt = 17.921753 | dist = 1437.536987 | hr = 164
2013-03-02 16:30:51,385 INFO date = Tue Feb 12 14:41:32 2013 | lat = 47.590517 | long = -122.237818 | alt = 15.518433 | dist = 1451.678833 | hr = 163
2013-03-02 16:30:51,386 INFO date = Tue Feb 12 14:41:36 2013 | lat = 47.590572 | long = -122.237950 | alt = 13.115112 | dist = 1463.768311 | hr = 162
2013-03-02 16:30:51,386 INFO date = Tue Feb 12 14:41:38 2013 | lat = 47.590585 | long = -122.238040 | alt = 12.634399 | dist = 1470.618164 | hr = 162
2013-03-02 16:30:51,386 INFO date = Tue Feb 12 14:41:43 2013 | lat = 47.590701 | long = -122.238060 | alt = 11.192505 | dist = 1484.363281 | hr = 162
2013-03-02 16:30:51,387 INFO date = Tue Feb 12 14:41:50 2013 | lat = 47.590886 | long = -122.238072 | alt = 13.595825 | dist = 1504.946289 | hr = 162
2013-03-02 16:30:51,387 INFO date = Tue Feb 12 14:41:55 2013 | lat = 47.591020 | long = -122.238124 | alt = 13.595825 | dist = 1520.481934 | hr = 163
2013-03-02 16:30:51,387 INFO date = Tue Feb 12 14:42:00 2013 | lat = 47.591148 | long = -122.238235 | alt = 13.595825 | dist = 1536.956787 | hr = 162
2013-03-02 16:30:51,387 INFO date = Tue Feb 12 14:42:06 2013 | lat = 47.591272 | long = -122.238421 | alt = 14.557007 | dist = 1556.951660 | hr = 165
2013-03-02 16:30:51,388 INFO date = Tue Feb 12 14:42:11 2013 | lat = 47.591330 | long = -122.238621 | alt = 21.286377 | dist = 1573.327759 | hr = 167
2013-03-02 16:30:51,388 INFO date = Tue Feb 12 14:42:17 2013 | lat = 47.591335 | long = -122.238851 | alt = 22.247559 | dist = 1590.446411 | hr = 168
2013-03-02 16:30:51,389 INFO date = Tue Feb 12 14:42:23 2013 | lat = 47.591347 | long = -122.239041 | alt = 21.766968 | dist = 1604.647949 | hr = 166
2013-03-02 16:30:51,389 INFO date = Tue Feb 12 14:42:28 2013 | lat = 47.591343 | long = -122.239215 | alt = 23.689575 | dist = 1617.493530 | hr = 166
2013-03-02 16:30:51,389 INFO date = Tue Feb 12 14:42:34 2013 | lat = 47.591367 | long = -122.239388 | alt = 25.131714 | dist = 1630.864380 | hr = 164
2013-03-02 16:30:51,389 INFO date = Tue Feb 12 14:42:39 2013 | lat = 47.591430 | long = -122.239554 | alt = 29.457520 | dist = 1645.320557 | hr = 165
2013-03-02 16:30:51,390 INFO date = Tue Feb 12 14:42:44 2013 | lat = 47.591530 | long = -122.239667 | alt = 33.783447 | dist = 1659.165039 | hr = 166
2013-03-02 16:30:51,390 INFO date = Tue Feb 12 14:42:51 2013 | lat = 47.591615 | long = -122.239823 | alt = 30.418823 | dist = 1673.996582 | hr = 162
2013-03-02 16:30:51,390 INFO date = Tue Feb 12 14:42:57 2013 | lat = 47.591668 | long = -122.239963 | alt = 20.805664 | dist = 1685.962891 | hr = 164
2013-03-02 16:30:51,390 INFO date = Tue Feb 12 14:43:02 2013 | lat = 47.591717 | long = -122.240058 | alt = 15.037720 | dist = 1695.352417 | hr = 164
2013-03-02 16:30:51,391 INFO date = Tue Feb 12 14:43:08 2013 | lat = 47.591775 | long = -122.240191 | alt = 10.711792 | dist = 1706.588379 | hr = 164
2013-03-02 16:30:51,391 INFO date = Tue Feb 12 14:43:13 2013 | lat = 47.591862 | long = -122.240259 | alt = 9.750610 | dist = 1717.434814 | hr = 164
2013-03-02 16:30:51,391 INFO date = Tue Feb 12 14:43:19 2013 | lat = 47.591951 | long = -122.240394 | alt = 9.269898 | dist = 1731.711426 | hr = 163
2013-03-02 16:30:51,392 INFO date = Tue Feb 12 14:43:20 2013 | lat = 47.591964 | long = -122.240425 | alt = 9.269898 | dist = 1734.577270 | hr = 164
2013-03-02 16:30:51,392 INFO date = Tue Feb 12 14:43:25 2013 | lat = 47.592059 | long = -122.240522 | alt = 11.192505 | dist = 1747.255981 | hr = 165
